Nome do Arquivo,Possivel raça,Cor aproximada,Porte aproximado,Peso Aproximado,Texto da imagem,URL do post,Texto do post
2024-05-06_17-19-28_UTC,gato,branco com manchas marrons e pretas,médio,impossível determinar a partir da imagem,MAIS ANIMAIS CHEGANDO NA ULBRA!!!,https://www.instagram.com/p/,
2024-05-06_17-20-23_UTC,Indeterminada,Marrom com branco,Médio,Indeterminado,PROCURA-SE Cachorro macho perdido na Sharlau Atende por Pikininho Não é visto desde sexta dia 03/05 CONTATO (54) 9 9119 0995,https://www.instagram.com/p/C6optLoRvu4,DESAPARECIDO EM SÃO LEOPOLDO 🚨
2024-05-06_17-21-25_UTC,Não é possível determinar a raça exata com precisão,Marrom claro com manchas mais escuras,Pequeno a médio,Impossível determinar precisamente sem mais informações,,https://www.instagram.com/p/C6op0yVR-MT,"DESAPARECIDOS DA RUA MONTENEGRO, BAIRRO RIO BRANCO EM CANOAS 🚨"
2024-05-06_17-23-07_UTC,Não é possível identificar a raça do animal na imagem,Não é possível determinar,Não é possível determinar,Não é possível determinar,Perfis para encontrar animais perdidos,https://www.instagram.com/p/,
2024-05-06_17-23-20_UTC,Pastor Alemão,Marrom com preto,Grande,22 a 40 kg,PERIGOSA (nas costas ela é preta),https://www.instagram.com/p/,
2024-05-06_17-23-23_UTC,Indeterminado,Preto e Cinza; Marrom; Branco e Preto,Médio; Médio; Grande,Indeterminado,BRANCA,https://www.instagram.com/p/,
2024-05-06_17-23-31_UTC,Indeterminada,Preto e caramelo,Médio,Indeterminado,BELA (tem uma manchinha branca ali na cabeça bem onde ele tá com a mão),https://www.instagram.com/p/,
2024-05-06_17-24-44_UTC,,,,,CÃES DA ULBRA,https://www.instagram.com/p/,
2024-05-06_17-24-51_UTC,Não é possível determinar com precisão a raça do cão pela imagem,Preto com partes brancas,"Filhote, porte futuro não determinado",Peso não pode ser determinado através da imagem,,https://www.instagram.com/p/,
2024-05-06_17-25-38_UTC,Border Collie,Preto com manchas brancas e marrom,Médio,13-20 kg,,https://www.instagram.com/p/,
2024-05-06_17-26-02_UTC,American Bulldog,Branco com manchas pretas,Grande,30-50 kg,,https://www.instagram.com/p/,
2024-05-06_17-27-06_UTC,Indeterminada,Preto com manchas brancas,Pequeno,Indeterminado,,https://www.instagram.com/p/C6oqaPCRLGK,cães na ulbra 🚨 ATUALIZAÇÃO DIA 6/05 as 14:26
2024-05-06_17-27-56_UTC,Border Collie,Preto e branco,Médio,14-20 kg,,https://www.instagram.com/p/C6oqhCqxL3N,ANIMAIS NA ULBRA 🚨 atualização dia 06/05 as 14:27
2024-05-06_17-38-03_UTC,,,,,"pra quem estiver buscando por familiares: PÁGINA CRIADA PARA PROCURAR SEU FAMILIAR APENAS ESCREVENDO O NOME COMPLETO Toaqui.pixell.cc E INCLUIR REGISTRO: ""UM BANCO DE DADOS QUE PODE SER ALIMENTADO COM O NOME DAS PESSOAS E ONDE ESTÃO""",https://www.instagram.com/p/,
2024-05-06_17-40-20_UTC,,,,,PESSOAL!!! ALGUM CONTATO DE BARCO OU DE ALGUÉM QUE ESTEJA DE BARCO EM CANOAS?????,https://www.instagram.com/p/,
2024-05-06_17-51-23_UTC,,,,,RESGATE DE ANIMAIS NA MATHIAS VELHO sitioidenisedecosta,https://www.instagram.com/p/,
2024-05-06_17-53-35_UTC,,,,,RESGATE DE PET NA MATHIAS VELHO,https://www.instagram.com/p/,
2024-05-06_17-58-08_UTC,,,,,Perfis destinados aos gaúchos que perderam seus bichinhos na inundação e animais encontrados: @ACHESEUPETRS @TOSALVOANIMAIS Divulguem ❤️🙏🐾,https://www.instagram.com/p/,
2024-05-06_17-58-50_UTC,Vira-lata,Marrom com preto,Médio,Não é possível estimar,"Pessoal essa é o cachorro do meu namorado, pai dele não conseguiu levar ele junto quando a água começou a subir. Se alguém viu ele na casa ou em algum lugar peço que entre em contato comigo aqui pelo Instagram. 🙏 Ele atende pelo nome: Jacob 📍RIO DOS SINOS DESAPARECIDO EM SÃO LEOPOLDO",https://www.instagram.com/p/,
2024-05-06_17-59-49_UTC,Chihuahua,Marrom,Pequeno,2 a 3 kg,CACHORRINHO PERDIDO NO CAPÃO DA CRUZ SAPUCAIA DO SUL QUEM SOUBER PODE CHAMAR AQUI NO PERFIL OU VIR ATÉ A AGROPECUÁRIA,https://www.instagram.com/p/,
2024-05-06_18-00-32_UTC,Não é possível identificar a raça do cão apenas pela parte visível na imagem,Marrom com partes em preto e branco,Não é possível determinar com precisão devido à perspectiva da foto,Não é possível determinar com precisão devido à perspectiva da foto,PIX 51997902511 A Denise está salvando MUITOS na Mathias e Sapucaia! Quem puder ajudar com ração! A PARTIR DE 23 REAIS QUALQUER AJUDA JA CONTA!!! @SITIODENISECOSTA,https://www.instagram.com/p/,
2024-05-06_18-01-01_UTC,,,,,45 REIAS QUEM PUDER AJUDAR @SITIODENISECOSTA ou com caixa de transporte! direto na agro,https://www.instagram.com/p/,
2024-05-06_18-01-47_UTC,Indefinido,Branca com nuances bege,Pequeno,Indefinido,"PROCURO MINHA CACHORRINHA RAVENA, FUGIU DO BAIRRO FATIMA CANOAS NA RUA VINTE E QUATRO DE OUTUBRO. ENTRE EM CONTATO COMIGO 😭 51984744208",https://www.instagram.com/p/C6oucZAxCRU,🚨 DESAPARECIDA NA FÁTIMA EM CANOAS 🚨
2024-05-06_18-08-06_UTC,,,,,Perfis para encontrar animais perdidos @achesuepetrs @meubichotasalvocanoas @animaisresgatadosmathias @tosalvoanimais @tosalvoanimais_saoleo,https://www.instagram.com/p/,
2024-05-06_18-09-38_UTC,Border Collie,"Preto, branco e manchas marrons",Médio,Entre 12 a 20 kg,,https://www.instagram.com/p/C6ovV6_RyMy,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-10-00_UTC,Indefinida,Preto com manchas marrom e bege,Pequeno,Indefinido,Fêmea,https://www.instagram.com/p/C6ovYnbRPlr,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-10-18_UTC,Mestiço,Marrom com branco e preto,Médio,Não é possível estimar precisamente sem mais informações,,https://www.instagram.com/p/C6ovaxPx-Qn,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-10-40_UTC,Indeterminado,Preto e castanho,Pequeno,Indeterminado,Esse não quer acordar para tirar foto 😴,https://www.instagram.com/p/C6ovdgsRWRe,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-13-23_UTC,cão,preto e branco com manchas,médio,indeterminado,,https://www.instagram.com/p/C6ovxbIRBmt,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-13-49_UTC,Labrador Retriever,Preto,Grande,25 a 36 kg,,https://www.instagram.com/p/C6ov0l7x3_K,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-14-00_UTC,"Cão, raça não específica",Preto,Pequeno,Não é possível determinar com precisão sem uma escala ou referência,,https://www.instagram.com/p/C6ov11YRdkU,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-15-07_UTC,Cão de raça não específica,Marrom claro com partes brancas,Médio,10-20 kg,,https://www.instagram.com/p/C6ov-DnRdo3,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-15-20_UTC,Cão de raça não especificada,Amarelo com branco,Médio,Indeterminado,,https://www.instagram.com/p/C6ov_scRfsa,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-15-31_UTC,Pit Bull Terrier,Branco com manchas cinza ou pretas,Médio,30 a 35 kg,,https://www.instagram.com/p/C6owA-kxoYc,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-15-43_UTC,Labrador Retriever,Preto,Grande,25-36 kg,JORNAL CANOAS,https://www.instagram.com/p/C6owCdpRtp2,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-15-56_UTC,Beagle,Marrom com branco,Médio,10 a 11 kg,,https://www.instagram.com/p/C6owEBwRT-x,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-16-06_UTC,Vira-lata (SRD - Sem Raça Definida),Marrom com partes em branco,Médio,"Não é possível determinar precisamente pelo imagem, mas geralmente um cão de porte médio pesa entre 10 a 25 kg",,https://www.instagram.com/p/C6owFNhxWJ4,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-16-15_UTC,Vira-lata,Branco com manchas pretas,Médio,15-25 kg,,https://www.instagram.com/p/C6owGV3RoMC,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-16-24_UTC,Chihuahua mix,Creme com branco,Pequeno,2 a 6 kg,,https://www.instagram.com/p/C6owHfGRKeo,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-16-35_UTC,Dachshund,Preto e castanho,Pequeno,4 a 12 kg (dependendo da categoria: miniatura ou padrão),,https://www.instagram.com/p/C6owIxQREkP,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-16-51_UTC,Mestiço,Preto e castanho,Médio,20 a 30 kg,,https://www.instagram.com/p/C6owKu0RTG-,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-17-19_UTC,Indeterminada,Preto,Médio,Indeterminado,,https://www.instagram.com/p/C6owOHaRUHt,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-17-32_UTC,Indeterminada,Marrom com algumas áreas mais claras,Médio,Indeterminado,,https://www.instagram.com/p/C6owPv3xAK5,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-17-44_UTC,vira-lata,bege com branco,medio,15-20 kg,,https://www.instagram.com/p/C6owRScx_ZS,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-18-02_UTC,Yorkshire Terrier,Preto e castanho,Pequeno,3 a 7 kg,,https://www.instagram.com/p/C6owTY4Ruyh,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-20-10_UTC,Border collie,"Preto, branco e marrom",Médio,18-22 kg,,https://www.instagram.com/p/C6owjFYR3Im,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-20-26_UTC,Shetland Sheepdog,"Marrom, branco e preto",Pequeno para médio,6-12 kg,,https://www.instagram.com/p/C6owk9LRYe0,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-20-52_UTC,Mestiço,Preto e Marrom,Médio,Indeterminado,,https://www.instagram.com/p/C6owoMqxDD8,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-21-21_UTC,Não é possível determinar a raça exata com precisão,Preto com marrom,Pequeno,Não é possível determinar o peso exato pela imagem,,https://www.instagram.com/p/C6owruJRJIo,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-21-48_UTC,cão,Preto com marrom e um pouco de branco,Médio,20-30 kg,,https://www.instagram.com/p/C6owu_Wx8P7,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-22-19_UTC,Cão,Marrom claro com algumas manchas escuras,Médio,"Não é possível determinar exatamente sem uma avaliação física, mas cães de porte médio geralmente pesam entre 10 a 25 kg",,https://www.instagram.com/p/C6owy1cxvRF,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-22-34_UTC,"Cão, raça não determinada com precisão",Marrom com partes em preto e manchas brancas,Pequeno,"Difícil de estimar sem dados adicionais, mas possivelmente entre 5 e 10 kg baseado no porte pequeno",,https://www.instagram.com/p/C6ow0odxMvH,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-22-52_UTC,Indefinida,Marrom e branco,Médio,Indefinido,,https://www.instagram.com/p/C6ow2zQxVJa,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-23-04_UTC,Indeterminado,Branco com manchas pretas,Médio,Indeterminado,,https://www.instagram.com/p/C6ow4U-RytK,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-23-18_UTC,Cão de raça não identificada,Preto com marcas brancas,Médio,Não é possível determinar a partir da imagem,FABRICE,https://www.instagram.com/p/C6ow6BexbKV,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-23-37_UTC,Indeterminada,Branco com manchas pretas,Médio,Indeterminado,,https://www.instagram.com/p/C6ow8WkxQPO,ESTÁ NO CTG DA ULBRA CANOAS
2024-05-06_18-26-14_UTC_1,Vira-lata,Marrom com partes em branco,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_18-27-30_UTC_1,Não é possível determinar a raça exata com precisão sem mais informações,Preto com castanho,Pequeno,"Sem informação específica, não é possível estimar com precisão",,https://www.instagram.com/p/,
2024-05-06_18-27-30_UTC_2,Mistura de raças,Preto e marrom,Pequeno,Impossível determinar com precisão sem informações adicionais,,https://www.instagram.com/p/,
2024-05-06_18-27-30_UTC_3,Pinscher,Preto e caramelo,Pequeno,3 a 5 kg,,https://www.instagram.com/p/,
2024-05-06_18-27-30_UTC_4,Não é possível determinar com precisão a raça sem características adicionais,Preto e castanho,Pequeno a médio,Não é possível determinar sem informações adicionais,,https://www.instagram.com/p/,
2024-05-06_18-27-46_UTC,Indefinida,Preto e marrom,Pequeno,Indefinido,"Fêmea
Porte P
Encontrada na Victor Barreto - Centro Canoas

Acredito que teve filhotes recentemente pq ainda está com as tetinhas inchadas",https://www.instagram.com/p/,
2024-05-06_18-37-11_UTC,Labrador Retriever,Marrom,Grande,25-36 kg,,https://www.instagram.com/p/C6oyftUR3a_,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-37-27_UTC,cão,preto e branco,pequeno,impossível determinar com precisão,,https://www.instagram.com/p/C6oyho3RWwd,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-37-40_UTC,Indefinida,Preto e marrom com algumas partes brancas,Pequeno,Indefinido,,https://www.instagram.com/p/C6oyjRsRYBn,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-37-56_UTC,"Cão, raça indeterminada",Preto com marcações brancas,Médio a grande,Indeterminado,,https://www.instagram.com/p/C6oylMOR0vE,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-38-10_UTC,Sem raça definida,Preto e caramelo,Pequeno,4 a 6 kg,Oi. Eu sou o Negro. Novo Escoteiro.,https://www.instagram.com/p/C6oym1vRkt0,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-38-20_UTC,Vira-lata,Marrom com partes em branco,Médio,15-25 kg,,https://www.instagram.com/p/C6oyoIPxLfe,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-38-33_UTC,Indeterminada,Marrom com partes em branco,Médio,Indeterminado,,https://www.instagram.com/p/C6oyppGxkbW,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-38-48_UTC,Cão de raça indeterminada,"Tricolor (branco, marrom e preto)",Pequeno,Indeterminado,,https://www.instagram.com/p/C6oyrilRNdq,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-39-04_UTC,Indeterminada,Dourado com partes pretas,Médio,Indeterminado,,https://www.instagram.com/p/C6oytbYRPeQ,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-39-35_UTC,Indeterminada,Tigrado,Médio,Indeterminado,,https://www.instagram.com/p/C6oyxN8Rtha,ESTÁ NO ABRIGO TRÊS MARIAS - ESTEIO 🚨
2024-05-06_18-56-44_UTC,Labrador Retriever or Mix,Preto,Médio a grande,25 a 35 kg,"Foi encontrada em cima de um telhado! Não sabemos se tem dono! Bairro Novo Esteio, está na rua Dulce de Moraes",https://www.instagram.com/p/C6o0u7HxQVc,🚨 NOVO ESTEIO 🚨
2024-05-06_18-59-02_UTC,Indeterminada,Preto,Médio,Indeterminado,"Foi encontrada em cima de um telhado! Não sabemos se tem dono!
Bairro Novo Esteio, está na rua Dulce de Moraes",https://www.instagram.com/p/,
2024-05-06_19-13-29_UTC,gato,Um gato preto e branco e outro preto,Médio,Peso não visível na imagem,"ellenweide Sushi felicia @ellenweide gente essas gatinhas estão desaparecidas, último lugar que estavam foi na rua Romeu Morch 1368, bairro Harmonia caso encontrem entrem em contato pelo insta @ellenweide compartilhem! CANOAS",https://www.instagram.com/p/,
2024-05-06_19-13-47_UTC,Indeterminada,"{'Cão 1': 'Amarelo com branco', 'Cão 2': 'Cinzento'}","{'Cão 1': 'Médio', 'Cão 2': 'Pequeno'}","{'Cão 1': '20-30 kg', 'Cão 2': '5-10 kg'}",Compartilhem por favor! Gente a @ellenweide perdeu os cachorros dela no bairro harmonia! Compartilhem pra chegar até ela @adotareencontrarpets @dogs_enchenters @achesueptrs CANOAS,https://www.instagram.com/p/,
2024-05-06_19-15-02_UTC,Shih Tzu,Preto e branco,Pequeno,4 a 7 kg,"Estamos dando lar temporário para essa doguinha que foi resgatada e levads para o Pontal em Porto Alegre, então acredito que ela seja de Eldorado ou das ilhas... Peço que me ajudem a compartilhar p achar os tutores/donos dela!",https://www.instagram.com/p/C6o203Ixjpv,"PROCURAMOS OS DONOS DESSA MOÇA! Compartilhem! 

@sosanimaisdailha @paixaode4patas @deisefalci"
2024-05-06_19-15-27_UTC,Mestiços,Variada,Médio,Indeterminado,"PERDIDOS! Vistos por último na Rua Caçapava, 361 na Mathias Velho/Canos. Qualquer notícia estamos procurando nos abrigos. 051 9 99802912 PERDIDOS EM CANOAS",https://www.instagram.com/p/,
2024-05-06_19-15-38_UTC,,,,,Perfis para encontrar animais perdidos,https://www.instagram.com/p/,
2024-05-06_19-17-59_UTC,,,,,POSTANDO ANIMAIS QUE ESTÃO NA CEPE EM ESTEIO/CANOAS,https://www.instagram.com/p/,
2024-05-06_19-18-32_UTC,Indeterminada,Marrom com partes em branco e preto,Médio,Indeterminado,,https://www.instagram.com/p/C6o3Ol3REv-,🚨 ESTÃO NA CEPE ESTEIO/CANOAS 🚨
2024-05-06_19-19-06_UTC,Indeterminada,Marrom com partes pretas,Pequeno,Indeterminado,,https://www.instagram.com/p/C6o3SqyR8Ca,ESTÃO NA CEPE EM ESTEIO/CANOAS 🚨
2024-05-06_19-19-37_UTC,Indeterminado,Variada,Variado,Indeterminado,,https://www.instagram.com/p/C6o3WdZxLgA,ESTÃO NA CEPE EM ESTEIO/CANOAS 🚨
2024-05-06_19-20-08_UTC,Pitbull,Preto com peito branco,Médio,20 a 30 kg,,https://www.instagram.com/p/C6o3aPlxxCb,ESTÃO NA CEPE EM ESTEIO/CANOAS 🚨
2024-05-06_19-27-44_UTC_1,Cão,Preto com manchas marrom e branco,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_19-27-44_UTC_2,Indeterminada,Preto e branco com manchas marrons,Pequeno,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_19-27-44_UTC_3,Indeterminada,Preto e branco,Pequeno,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_19-36-57_UTC,mestiço,preto e branco,pequeno/médio,não especificado,"perdido! procurando seu lar. (macho porte pequeno/ médio) resgatado na Mathias, mistura com pug.",https://www.instagram.com/p/,
2024-05-06_19-37-07_UTC,Indeterminada,Castanho,Pequeno,Indeterminado,perdido! procurando seu lar (macho porte pequeno) resgatado ontem na Matias.,https://www.instagram.com/p/,
2024-05-06_19-37-21_UTC,cão,preto,médio,Não é possível determinar o peso exato através da imagem,"ESTEIO 🔴 Perdido na Rua Fernando Ferrari, perto do Nacional",https://www.instagram.com/p/,
2024-05-06_19-37-48_UTC,Não pode ser determinada a partir da imagem,Preto,Médio,Não pode ser determinado a partir da imagem,"ENCONTRADO: Macho, porte M. Encontrado no sábado 04/05 noite, na saída de Novo",https://www.instagram.com/p/C6o5bsixLdG,ENCONTRADO EM ESTEIO 🚨
